,User_ID,UTC_Time,Account,Operation,Coin,Change,Remark
324,11351073,2022-04-06 15:44:59,Spot,Buy,JASMY,129.7,
325,11351073,2022-04-06 15:44:59,Spot,Fee,BNB,-3.502e-05,
326,11351073,2022-04-06 15:44:59,Spot,Fee,BNB,-6.96e-06,
327,11351073,2022-04-19 13:35:06,Spot,Fee,BNB,-7.734e-05,
328,11351073,2022-04-19 13:35:06,Spot,Sell,BNB,-0.103,
329,11351073,2022-04-19 13:35:06,Spot,Sell,BUSD,43.0952,
330,11351073,2022-04-19 13:35:59,Spot,Buy,USDT,-11.9988,
331,11351073,2022-04-19 13:35:59,Spot,Buy,BUSD,12.0,
332,11351073,2022-04-19 13:40:45,Spot,Withdraw,BUSD,-55.0952,Withdraw fee is included
333,11351073,2022-04-22 17:06:25,USDT-Futures,transfer_in,USDT,11.98608584,
334,11351073,2022-04-22 17:06:25,Spot,transfer_out,USDT,-11.98608584,
335,11351073,2022-04-22 17:14:48,USDT-Futures,transfer_out,USDT,-11.98608584,
336,11351073,2022-04-22 17:14:48,Spot,transfer_in,USDT,11.98608584,
337,11351073,2022-04-22 17:15:57,Spot,Buy,BTC,0.0003,
338,11351073,2022-04-22 17:15:57,Spot,Buy,USDT,-11.844369,
339,11351073,2022-04-22 17:15:57,Spot,Fee,BNB,-2.178e-05,
340,11351073,2022-04-23 12:29:51,Spot,Sell,BTC,-0.0003,
341,11351073,2022-04-23 12:29:51,Spot,Fee,BNB,-2.202e-05,
342,11351073,2022-04-23 12:29:51,Spot,Sell,USDT,11.921799,
343,11351073,2022-04-24 08:35:11,Spot,Buy,USDT,-11.92287,
344,11351073,2022-04-24 08:35:11,Spot,Buy,BTC,0.0003,
345,11351073,2022-04-24 08:35:11,Spot,Fee,BNB,-2.214e-05,
346,11351073,2022-04-24 09:19:57,Spot,Fee,BNB,-2.216e-05,
347,11351073,2022-04-24 09:19:57,Spot,Sell,BTC,-0.0003,
348,11351073,2022-04-24 09:19:57,Spot,Sell,USDT,11.927169,
349,11351073,2022-04-24 10:53:18,Spot,Fee,BNB,-2.216e-05,
350,11351073,2022-04-24 10:53:18,Spot,Buy,BTC,0.0003,
351,11351073,2022-04-24 10:53:18,Spot,Buy,USDT,-11.895114,
352,11351073,2022-04-25 08:32:32,Spot,Sell,USDT,11.55201,
353,11351073,2022-04-25 08:32:32,Spot,Sell,BTC,-0.0003,
354,11351073,2022-04-25 08:32:32,Spot,Fee,BNB,-2.251e-05,
355,11351073,2022-04-25 08:48:59,Spot,Buy,USDT,-11.544654,
356,11351073,2022-04-25 08:48:59,Spot,Buy,BTC,0.0003,
357,11351073,2022-04-25 08:48:59,Spot,Fee,BNB,-2.25e-05,
358,11351073,2022-04-25 09:02:13,Spot,Fee,BNB,-3.299e-05,
359,11351073,2022-04-25 09:02:13,Spot,Sell,BTC,0.00043741,
360,11351073,2022-04-25 09:02:13,Spot,Sell,JASMY,-781.1,
361,11351073,2022-04-25 23:51:53,Spot,Sell,BTC,-0.00073,
362,11351073,2022-04-25 23:51:53,Spot,Sell,USDT,29.5459397,
363,11351073,2022-04-25 23:51:53,Spot,Fee,BNB,-5.476e-05,
364,11351073,2022-04-26 15:42:04,Spot,Buy,BTC,0.00076,
365,11351073,2022-04-26 15:42:04,Spot,Buy,USDT,-29.5461172,
366,11351073,2022-04-26 15:42:04,Spot,Fee,BTC,-7.6e-07,
367,11351073,2022-04-27 08:27:09,Spot,Deposit,SLP,2091.0,
368,11351073,2022-04-27 08:28:00,Spot,Sell,SLP,-2091.0,
369,11351073,2022-04-27 08:28:00,Spot,Fee,USDT,-0.02962947,
370,11351073,2022-04-27 08:28:00,Spot,Sell,USDT,29.62947,
371,11351073,2022-04-27 08:28:31,Spot,Buy,USDT,-29.6872492,
372,11351073,2022-04-27 08:28:31,Spot,Fee,BTC,-7.6e-07,
373,11351073,2022-04-27 08:28:31,Spot,Buy,BTC,0.00076,
374,11351073,2022-04-27 12:18:34,Spot,Sell,BTC,-0.00076,
375,11351073,2022-04-27 12:18:34,Spot,Sell,USDT,29.6216232,
376,11351073,2022-04-27 12:18:34,Spot,Fee,USDT,-0.02962162,
377,11351073,2022-04-27 12:18:57,Spot,Fee,USDT,-0.02963644,
378,11351073,2022-04-27 12:18:57,Spot,Sell,BTC,-0.00076,
379,11351073,2022-04-27 12:18:57,Spot,Sell,USDT,29.6364356,
380,11351073,2022-04-27 13:44:44,Spot,Buy,BTC,0.00151,
381,11351073,2022-04-27 13:44:44,Spot,Fee,BTC,-1.51e-06,
382,11351073,2022-04-27 13:44:44,Spot,Buy,USDT,-59.2352011,
383,11351073,2022-04-28 15:06:49,Spot,Fee,USDT,-0.06017232,
384,11351073,2022-04-28 15:06:49,Spot,Sell,BTC,-0.00151,
385,11351073,2022-04-28 15:06:49,Spot,Sell,USDT,60.1723222,
386,11351073,2022-04-28 20:07:35,Spot,Buy,BTC,0.00038,
387,11351073,2022-04-28 20:07:35,Spot,Fee,BTC,-3.8e-07,
388,11351073,2022-04-28 20:07:35,Spot,Buy,USDT,-15.1143594,
389,11351073,2022-04-28 22:01:29,Spot,Buy,USDT,-44.9679319,
390,11351073,2022-04-28 22:01:29,Spot,Buy,BTC,0.00113,
391,11351073,2022-04-28 22:01:29,Spot,Fee,BTC,-1.13e-06,
392,11351073,2022-04-28 22:56:09,Spot,Deposit,AXS,6.06552562,
393,11351073,2022-04-28 22:57:14,Spot,Sell,USDT,29.26,
394,11351073,2022-04-28 22:57:14,Spot,Sell,AXS,-5.03,
395,11351073,2022-04-28 22:57:14,Spot,Sell,USDT,9.88,
396,11351073,2022-04-28 22:57:14,Spot,Fee,USDT,-0.02926,
397,11351073,2022-04-28 22:57:14,Spot,Sell,AXS,-0.26,
398,11351073,2022-04-28 22:57:14,Spot,Sell,USDT,191.14,
399,11351073,2022-04-28 22:57:14,Spot,Fee,USDT,-0.00988,
400,11351073,2022-04-28 22:57:14,Spot,Sell,AXS,-0.77,
401,11351073,2022-04-28 22:57:14,Spot,Fee,USDT,-0.19114,
402,11351073,2022-04-29 09:20:43,Spot,Buy,BTC,0.00147,
403,11351073,2022-04-29 09:20:43,Spot,Fee,BTC,-1.47e-06,
404,11351073,2022-04-29 09:20:43,Spot,Buy,USDT,-57.7016895,
405,11351073,2022-04-29 09:21:38,Spot,Buy,UST,110.0,
406,11351073,2022-04-29 09:21:38,Spot,Buy,USDT,-110.0,
407,11351073,2022-04-29 09:25:42,Spot,Withdraw,UST,-110.0,Withdraw fee is included
408,11351073,2022-04-29 11:35:28,Spot,Fee,BTC,-8.1e-07,
409,11351073,2022-04-29 11:35:28,Spot,Buy,USDT,-31.3754796,
410,11351073,2022-04-29 11:35:28,Spot,Buy,BTC,0.00081,
411,11351073,2022-04-30 23:06:25,Spot,Buy,USDT,-30.6464796,
412,11351073,2022-04-30 23:06:25,Spot,Fee,BTC,-8.1e-07,
413,11351073,2022-04-30 23:06:25,Spot,Buy,BTC,0.00081,
414,11351073,2022-05-05 10:03:27,Spot,Sell,MATIC,-39.6,
415,11351073,2022-05-05 10:03:27,Spot,Sell,ETH,0.01549152,
416,11351073,2022-05-05 10:03:27,Spot,Fee,ETH,-1.549e-05,
417,11351073,2022-05-05 11:50:20,Spot,Small assets exchange BNB,BNB,0.00045311,
418,11351073,2022-05-05 11:50:20,Spot,Small assets exchange BNB,BNB,0.00099622,
419,11351073,2022-05-05 11:50:20,Spot,Small assets exchange BNB,BNB,0.00016751,
420,11351073,2022-05-05 11:50:20,Spot,Small assets exchange BNB,MATIC,-0.0603,
421,11351073,2022-05-05 11:50:20,Spot,Small assets exchange BNB,AXS,-0.00552562,
422,11351073,2022-05-05 11:50:20,Spot,Small assets exchange BNB,USDT,-0.41200019,
423,11351073,2022-05-07 23:28:43,Spot,Withdraw,ETH,-0.01547603,Withdraw fee is included
424,11351073,2022-05-08 09:02:03,Spot,Deposit,ETH,0.01540503,
425,11351073,2022-05-08 09:08:42,Spot,Withdraw,ETH,-0.01540503,Withdraw fee is included
426,11351073,2022-05-08 09:30:06,Spot,transfer_out,USDT,-50.0,
427,11351073,2022-05-08 09:30:06,USDT-Futures,transfer_in,USDT,50.0,
428,11351073,2022-05-08 10:01:17,Spot,Deposit,SLP,700.0,
429,11351073,2022-05-08 10:13:36,USDT-Futures,Fee,USDT,-0.24942456,
430,11351073,2022-05-08 10:53:19,USDT-Futures,Fee,USDT,-0.500256,
431,11351073,2022-05-08 10:53:19,USDT-Futures,Realize profit and loss,USDT,-3.5172,
432,11351073,2022-05-08 11:29:04,USDT-Futures,Fee,USDT,-0.44587648,
433,11351073,2022-05-08 11:40:10,USDT-Futures,Realize profit and loss,USDT,-0.9472,
434,11351073,2022-05-08 11:40:10,USDT-Futures,Fee,USDT,-0.4454976,
435,11351073,2022-05-08 12:34:16,USDT-Futures,Fee,USDT,-0.4432768,
436,11351073,2022-05-08 12:34:16,USDT-Futures,Realize profit and loss,USDT,5.552,
437,11351073,2022-05-08 12:53:10,USDT-Futures,Fee,USDT,-0.02767968,
438,11351073,2022-05-08 12:53:10,USDT-Futures,Fee,USDT,-0.01383984,
439,11351073,2022-05-08 12:53:10,USDT-Futures,Fee,USDT,-0.31831632,
440,11351073,2022-05-08 12:53:10,USDT-Futures,Fee,USDT,-0.01383984,
441,11351073,2022-05-08 12:53:10,USDT-Futures,Fee,USDT,-0.01383984,
442,11351073,2022-05-08 12:53:10,USDT-Futures,Fee,USDT,-0.51207408,
443,11351073,2022-05-08 12:53:10,USDT-Futures,Realize profit and loss,USDT,-1.0048,
444,11351073,2022-05-08 13:19:55,USDT-Futures,Realize profit and loss,USDT,0.0459,
445,11351073,2022-05-08 13:19:55,USDT-Futures,Realize profit and loss,USDT,0.4131,
446,11351073,2022-05-08 13:19:55,USDT-Futures,Realize profit and loss,USDT,1.0098,
447,11351073,2022-05-08 13:19:55,USDT-Futures,Fee,USDT,-0.12439332,
448,11351073,2022-05-08 13:19:55,USDT-Futures,Fee,USDT,-0.30407256,
449,11351073,2022-05-08 13:19:55,USDT-Futures,Fee,USDT,-0.01382148,
450,11351073,2022-05-08 13:20:04,USDT-Futures,Fee,USDT,-0.45641772,
451,11351073,2022-05-08 16:00:00,USDT-Futures,Funding Fee,USDT,0.11680693,
452,11351073,2022-05-08 18:23:35,USDT-Futures,Realize profit and loss,USDT,9.4031,
453,11351073,2022-05-08 18:23:35,USDT-Futures,Fee,USDT,-0.46649632,
454,11351073,2022-05-09 08:20:58,USDT-Futures,Fee,USDT,-0.5342496,
455,11351073,2022-05-09 08:56:47,USDT-Futures,Fee,USDT,-0.01343528,
456,11351073,2022-05-09 08:56:47,USDT-Futures,Realize profit and loss,USDT,0.395,
457,11351073,2022-05-09 08:56:47,USDT-Futures,Fee,USDT,-0.04030584,
458,11351073,2022-05-09 08:56:47,USDT-Futures,Fee,USDT,-0.02687048,
459,11351073,2022-05-09 08:56:47,USDT-Futures,Realize profit and loss,USDT,0.1976,
460,11351073,2022-05-09 08:56:47,USDT-Futures,Realize profit and loss,USDT,0.5928,
461,11351073,2022-05-09 08:56:47,USDT-Futures,Fee,USDT,-0.4299264,
462,11351073,2022-05-09 08:56:47,USDT-Futures,Fee,USDT,-0.01343548,
463,11351073,2022-05-09 08:56:47,USDT-Futures,Realize profit and loss,USDT,0.1981,
464,11351073,2022-05-09 08:56:47,USDT-Futures,Realize profit and loss,USDT,6.3168,
465,11351073,2022-05-09 08:56:47,USDT-Futures,Fee,USDT,-0.0134352,
466,11351073,2022-05-09 08:56:47,USDT-Futures,Realize profit and loss,USDT,0.1974,
467,11351073,2022-05-09 10:12:24,USDT-Futures,Fee,USDT,-0.173641,
468,11351073,2022-05-09 10:12:24,USDT-Futures,Fee,USDT,-0.4407678,
469,11351073,2022-05-09 15:31:05,USDT-Futures,Realize profit and loss,USDT,-57.835,
470,11351073,2022-05-09 15:31:05,USDT-Futures,Insurance fund compensation,USDT,-3.9156112,穿仓保证金补偿
471,11351073,2022-05-09 20:00:57,Spot,Deposit,ETH,0.05,
472,11351073,2022-05-10 08:33:06,Spot,Fee,BNB,-0.00023637,
473,11351073,2022-05-10 08:33:06,Spot,Buy,UST,-110.7349,
474,11351073,2022-05-10 08:33:06,Spot,Buy,LUNA,3.07,
475,11351073,2022-05-10 09:57:42,Spot,Withdraw,LUNA,-3.07,Withdraw fee is included
476,11351073,2022-05-11 14:24:06,Spot,Small assets exchange BNB,BNB,0.00040504,
477,11351073,2022-05-11 14:24:06,Spot,Small assets exchange BNB,SLP,-700.0,
478,11351073,2022-05-11 14:24:06,Spot,Small assets exchange BNB,UST,-0.24881494,
479,11351073,2022-05-11 14:24:06,Spot,Small assets exchange BNB,BNB,0.01431552,
480,11351073,2022-05-11 14:38:11,Spot,Sell,USDT,29.55975,
481,11351073,2022-05-11 14:38:11,Spot,Fee,BNB,-7.422e-05,
482,11351073,2022-05-11 14:38:11,Spot,Sell,ETH,-0.0125,
483,11351073,2022-05-11 14:39:33,Spot,Buy,LUNA,8.23,
484,11351073,2022-05-11 14:39:33,Spot,Buy,USDT,-40.279266,
485,11351073,2022-05-11 14:39:33,Spot,Fee,BNB,-0.00010128,
486,11351073,2022-05-12 08:21:30,Spot,Sell,BTC,-0.00459,
487,11351073,2022-05-12 08:21:30,Spot,Sell,USDT,128.7327006,
488,11351073,2022-05-12 08:21:30,Spot,Fee,BNB,-0.00038774,
489,11351073,2022-05-12 08:25:05,Spot,Sell,USDT,71.701125,
490,11351073,2022-05-12 08:25:05,Spot,Fee,BNB,-0.00021798,
491,11351073,2022-05-12 08:25:05,Spot,Sell,ETH,-0.0375,
492,11351073,2022-05-12 18:19:55,Spot,transfer_out,USDT,-200.52891607,
493,11351073,2022-05-12 18:19:55,USDT-Futures,transfer_in,USDT,200.52891607,
494,11351073,2022-05-12 18:25:41,USDT-Futures,Fee,USDT,-0.24968152,
495,11351073,2022-05-12 18:51:33,USDT-Futures,Realize profit and loss,USDT,-3.014,
496,11351073,2022-05-12 18:51:33,USDT-Futures,Fee,USDT,-0.24907872,
497,11351073,2022-05-12 18:57:08,USDT-Futures,Fee,USDT,-0.47537112,
498,11351073,2022-05-12 21:00:19,USDT-Futures,Realize profit and loss,USDT,11.067,
499,11351073,2022-05-12 21:00:19,USDT-Futures,Fee,USDT,-0.47979792,
500,11351073,2022-05-12 21:25:27,USDT-Futures,Fee,USDT,-0.0792568,
501,11351073,2022-05-12 21:25:27,USDT-Futures,Fee,USDT,-0.1471912,
502,11351073,2022-05-12 21:25:27,USDT-Futures,Fee,USDT,-0.0113224,
503,11351073,2022-05-12 21:25:27,USDT-Futures,Fee,USDT,-0.0339672,
504,11351073,2022-05-12 21:25:27,USDT-Futures,Fee,USDT,-0.0679344,
505,11351073,2022-05-12 21:25:27,USDT-Futures,Fee,USDT,-0.169836,
506,11351073,2022-05-12 21:33:29,USDT-Futures,Realize profit and loss,USDT,-9.348,
507,11351073,2022-05-12 21:33:29,USDT-Futures,Fee,USDT,-0.4491568,
508,11351073,2022-05-12 21:33:29,USDT-Futures,Realize profit and loss,USDT,-1.176,
509,11351073,2022-05-12 21:33:29,USDT-Futures,Fee,USDT,-0.0561416,
510,11351073,2022-05-12 21:36:43,USDT-Futures,Fee,USDT,-0.4716096,
511,11351073,2022-05-12 21:46:27,USDT-Futures,Realize profit and loss,USDT,0.31,
512,11351073,2022-05-12 21:46:27,USDT-Futures,Fee,USDT,-0.0113528,
513,11351073,2022-05-12 21:46:27,USDT-Futures,Fee,USDT,-0.01135292,
514,11351073,2022-05-12 21:46:27,USDT-Futures,Realize profit and loss,USDT,0.3103,
515,11351073,2022-05-12 21:46:27,USDT-Futures,Realize profit and loss,USDT,12.368,
516,11351073,2022-05-12 21:46:27,USDT-Futures,Fee,USDT,-0.4540992,
517,11351073,2022-05-12 21:50:51,USDT-Futures,Fee,USDT,-0.04543456,
518,11351073,2022-05-12 21:50:51,USDT-Futures,Fee,USDT,-0.07951047,
519,11351073,2022-05-12 21:50:51,USDT-Futures,Fee,USDT,-0.3975524,
520,11351073,2022-05-12 21:57:28,USDT-Futures,Realize profit and loss,USDT,4.5816,
521,11351073,2022-05-12 21:57:28,USDT-Futures,Fee,USDT,-0.26216504,
522,11351073,2022-05-13 15:05:02,USDT-Futures,Fee,USDT,-0.33090444,
523,11351073,2022-05-13 15:05:02,USDT-Futures,Fee,USDT,-0.1838358,
524,11351073,2022-05-13 15:06:12,USDT-Futures,Realize profit and loss,USDT,1.4235,
525,11351073,2022-05-13 15:06:12,USDT-Futures,Fee,USDT,-0.47854248,
526,11351073,2022-05-13 15:06:12,USDT-Futures,Fee,USDT,-0.01227064,
527,11351073,2022-05-13 15:06:12,USDT-Futures,Fee,USDT,-0.01227064,
528,11351073,2022-05-13 15:06:12,USDT-Futures,Realize profit and loss,USDT,0.0373,
529,11351073,2022-05-13 15:06:12,USDT-Futures,Realize profit and loss,USDT,0.0365,
530,11351073,2022-05-13 15:06:12,USDT-Futures,Realize profit and loss,USDT,0.0373,
531,11351073,2022-05-13 15:06:12,USDT-Futures,Fee,USDT,-0.01227032,
532,11351073,2022-05-13 15:06:37,USDT-Futures,Fee,USDT,-0.41706032,
533,11351073,2022-05-13 15:06:37,USDT-Futures,Fee,USDT,-0.01226552,
534,11351073,2022-05-13 15:06:37,USDT-Futures,Fee,USDT,-0.01226616,
535,11351073,2022-05-13 15:06:37,USDT-Futures,Fee,USDT,-0.07359792,
536,11351073,2022-05-13 16:00:00,USDT-Futures,Funding Fee,USDT,-0.07699417,
537,11351073,2022-05-13 16:34:04,USDT-Futures,Realize profit and loss,USDT,-30.3898,
538,11351073,2022-05-13 16:34:04,USDT-Futures,Fee,USDT,-0.503034,
539,11351073,2022-05-13 16:41:46,USDT-Futures,Fee,USDT,-0.26433176,
540,11351073,2022-05-13 16:41:46,USDT-Futures,Fee,USDT,-0.1802262,
541,11351073,2022-05-13 17:16:25,USDT-Futures,Fee,USDT,-0.44611196,
542,11351073,2022-05-13 17:16:25,USDT-Futures,Realize profit and loss,USDT,3.885,
543,11351073,2022-05-13 17:16:39,USDT-Futures,Fee,USDT,-0.37362688,
544,11351073,2022-05-13 17:16:50,USDT-Futures,Fee,USDT,-0.37266464,
545,11351073,2022-05-13 17:16:50,USDT-Futures,Realize profit and loss,USDT,2.4056,
546,11351073,2022-05-13 18:18:07,USDT-Futures,Fee,USDT,-0.07105632,
547,11351073,2022-05-13 18:18:07,USDT-Futures,Fee,USDT,-0.37896704,
548,11351073,2022-05-13 23:45:58,USDT-Futures,Realize profit and loss,USDT,12.8402,
549,11351073,2022-05-13 23:45:58,USDT-Futures,Fee,USDT,-0.44488728,
550,11351073,2022-05-14 09:40:09,USDT-Futures,Fee,USDT,-0.48198452,
551,11351073,2022-05-14 09:46:14,USDT-Futures,Fee,USDT,-0.48248472,
552,11351073,2022-05-14 09:46:14,USDT-Futures,Realize profit and loss,USDT,1.2505,
553,11351073,2022-05-14 09:50:03,USDT-Futures,Fee,USDT,-0.48180576,
554,11351073,2022-05-14 09:51:18,USDT-Futures,Fee,USDT,-0.02352224,
555,11351073,2022-05-14 09:51:18,USDT-Futures,Realize profit and loss,USDT,-0.3172,
556,11351073,2022-05-14 09:51:18,USDT-Futures,Fee,USDT,-0.15289456,
557,11351073,2022-05-14 09:51:18,USDT-Futures,Fee,USDT,-0.15289456,
558,11351073,2022-05-14 09:51:18,USDT-Futures,Realize profit and loss,USDT,-0.3172,
559,11351073,2022-05-14 09:51:18,USDT-Futures,Realize profit and loss,USDT,-0.3172,
560,11351073,2022-05-14 09:51:18,USDT-Futures,Realize profit and loss,USDT,-0.0488,
561,11351073,2022-05-14 09:51:18,USDT-Futures,Fee,USDT,-0.15289456,
562,11351073,2022-05-14 11:15:31,USDT-Futures,Fee,USDT,-0.11040558,
563,11351073,2022-05-14 11:15:31,USDT-Futures,Fee,USDT,-0.01162164,
564,11351073,2022-05-14 11:15:31,USDT-Futures,Fee,USDT,-0.0290541,
565,11351073,2022-05-14 11:15:31,USDT-Futures,Fee,USDT,-0.0290541,
566,11351073,2022-05-14 11:15:31,USDT-Futures,Fee,USDT,-0.00581082,
567,11351073,2022-05-14 11:17:09,USDT-Futures,Fee,USDT,-0.0581082,
568,11351073,2022-05-14 11:58:15,USDT-Futures,Fee,USDT,-0.48988968,
569,11351073,2022-05-14 11:58:15,USDT-Futures,Realize profit and loss,USDT,4.452,
570,11351073,2022-05-14 15:42:41,USDT-Futures,Fee,USDT,-0.24760088,
571,11351073,2022-05-14 15:47:31,USDT-Futures,Realize profit and loss,USDT,0.2193,
572,11351073,2022-05-14 15:47:31,USDT-Futures,Fee,USDT,-0.49528948,
573,11351073,2022-05-14 16:14:01,USDT-Futures,Fee,USDT,-0.4602704,
574,11351073,2022-05-14 16:14:01,USDT-Futures,Fee,USDT,-0.03452028,
575,11351073,2022-05-14 16:22:03,USDT-Futures,Realize profit and loss,USDT,3.1811,
576,11351073,2022-05-14 16:22:03,USDT-Futures,Realize profit and loss,USDT,2.2014,
577,11351073,2022-05-14 16:22:03,USDT-Futures,Fee,USDT,-0.24369576,
578,11351073,2022-05-14 16:22:03,USDT-Futures,Fee,USDT,-0.15086032,
579,11351073,2022-05-14 16:22:03,USDT-Futures,Realize profit and loss,USDT,5.1345,
580,11351073,2022-05-14 16:22:03,USDT-Futures,Fee,USDT,-0.1044414,
581,11351073,2022-05-14 17:02:14,USDT-Futures,Fee,USDT,-0.515284,
582,11351073,2022-05-14 22:57:12,USDT-Futures,Insurance fund compensation,USDT,-4.60750687,穿仓保证金补偿
583,11351073,2022-05-14 22:57:12,USDT-Futures,Realize profit and loss,USDT,-46.4244,
584,11351073,2022-05-14 22:58:59,USDT-Futures,Fee,USDT,-0.3934125,
585,11351073,2022-05-15 00:00:00,USDT-Futures,Funding Fee,USDT,0.16208123,
586,11351073,2022-05-15 02:38:35,USDT-Futures,Fee,USDT,-0.7733804,
587,11351073,2022-05-15 02:38:35,USDT-Futures,Realize profit and loss,USDT,33.6115,
588,11351073,2022-05-15 08:51:02,USDT-Futures,Fee,USDT,-0.28389792,
589,11351073,2022-05-15 08:51:02,USDT-Futures,Fee,USDT,-0.09463264,
590,11351073,2022-05-15 08:51:02,USDT-Futures,Fee,USDT,-0.08280356,
591,11351073,2022-05-15 08:55:48,USDT-Futures,Fee,USDT,-0.46150884,
592,11351073,2022-05-15 08:55:48,USDT-Futures,Realize profit and loss,USDT,0.43679999,
593,11351073,2022-05-15 08:57:55,USDT-Futures,Fee,USDT,-0.4615104,
594,11351073,2022-05-15 11:31:18,USDT-Futures,Fee,USDT,-0.47006388,
595,11351073,2022-05-15 11:31:18,USDT-Futures,Realize profit and loss,USDT,-21.3837,
596,11351073,2022-05-15 11:47:56,USDT-Futures,Fee,USDT,-0.5429088,
597,11351073,2022-05-15 12:21:55,USDT-Futures,Fee,USDT,-0.549,
598,11351073,2022-05-15 12:21:55,USDT-Futures,Realize profit and loss,USDT,-15.228,
599,11351073,2022-05-15 12:26:14,USDT-Futures,Fee,USDT,-0.64342848,
600,11351073,2022-05-15 13:23:39,USDT-Futures,Realize profit and loss,USDT,0.0989,
601,11351073,2022-05-15 13:23:39,USDT-Futures,Realize profit and loss,USDT,1.1868,
602,11351073,2022-05-15 13:23:39,USDT-Futures,Fee,USDT,-0.0121006,
603,11351073,2022-05-15 13:23:39,USDT-Futures,Realize profit and loss,USDT,3.956,
604,11351073,2022-05-15 13:23:39,USDT-Futures,Fee,USDT,-0.484024,
605,11351073,2022-05-15 13:23:39,USDT-Futures,Fee,USDT,-0.1452072,
606,11351073,2022-05-15 14:42:15,USDT-Futures,Fee,USDT,-0.75443004,
607,11351073,2022-05-15 16:00:00,USDT-Futures,Funding Fee,USDT,-0.17112959,
608,11351073,2022-05-15 16:34:26,USDT-Futures,Fee,USDT,-0.76025628,
609,11351073,2022-05-15 16:34:26,USDT-Futures,Realize profit and loss,USDT,14.5656,
610,11351073,2022-05-16 09:04:54,USDT-Futures,Fee,USDT,-0.5351022,
611,11351073,2022-05-16 09:04:54,USDT-Futures,Fee,USDT,-0.01189116,
612,11351073,2022-05-16 09:04:54,USDT-Futures,Fee,USDT,-0.24971436,
613,11351073,2022-05-16 09:04:54,USDT-Futures,Fee,USDT,-0.01189116,
614,11351073,2022-05-16 11:11:09,USDT-Futures,Fee,USDT,-0.81727024,
615,11351073,2022-05-16 11:11:09,USDT-Futures,Realize profit and loss,USDT,21.6784,
616,11351073,2022-05-16 13:07:12,USDT-Futures,Fee,USDT,-0.67292512,
617,11351073,2022-05-16 15:36:39,USDT-Futures,Realize profit and loss,USDT,-23.752,
618,11351073,2022-05-16 15:36:39,USDT-Futures,Realize profit and loss,USDT,-9.5008,
619,11351073,2022-05-16 15:36:39,USDT-Futures,Fee,USDT,-0.47116,
620,11351073,2022-05-16 15:36:39,USDT-Futures,Fee,USDT,-0.188464,
621,11351073,2022-05-16 15:37:22,USDT-Futures,Fee,USDT,-0.7649746,
622,11351073,2022-05-16 16:00:00,USDT-Futures,Funding Fee,USDT,0.09524789,
623,11351073,2022-05-16 17:09:17,USDT-Futures,Realize profit and loss,USDT,0.20339999,
624,11351073,2022-05-16 17:09:17,USDT-Futures,Realize profit and loss,USDT,0.53109999,
625,11351073,2022-05-16 17:09:17,USDT-Futures,Fee,USDT,-0.55292304,
626,11351073,2022-05-16 17:09:17,USDT-Futures,Fee,USDT,-0.21175776,
627,11351073,2022-05-16 17:10:50,USDT-Futures,Fee,USDT,-0.7520512,
628,11351073,2022-05-17 00:00:00,USDT-Futures,Funding Fee,USDT,0.19113088,
629,11351073,2022-05-17 03:37:33,USDT-Futures,Insurance fund compensation,USDT,-8.35829871,穿仓保证金补偿
630,11351073,2022-05-17 03:37:33,USDT-Futures,Realize profit and loss,USDT,-66.9248,
631,11351073,2022-05-17 08:12:50,USDT-Futures,Fee,USDT,-0.75676208,
632,11351073,2022-05-17 09:25:54,USDT-Futures,Realize profit and loss,USDT,-9.3496,
633,11351073,2022-05-17 09:25:54,USDT-Futures,Fee,USDT,-0.76050192,
634,11351073,2022-05-17 10:41:32,USDT-Futures,Fee,USDT,-0.28023199,
635,11351073,2022-05-17 10:41:32,USDT-Futures,Fee,USDT,-0.036552,
636,11351073,2022-05-17 10:58:02,USDT-Futures,Realize profit and loss,USDT,0.156,
637,11351073,2022-05-17 10:58:02,USDT-Futures,Fee,USDT,-0.31684639,
638,11351073,2022-05-17 11:00:18,USDT-Futures,Fee,USDT,-0.31676423,
639,11351073,2022-05-17 11:01:37,USDT-Futures,Fee,USDT,-0.31670392,
640,11351073,2022-05-17 11:01:37,USDT-Futures,Realize profit and loss,USDT,-0.15079999,
641,11351073,2022-05-17 11:05:37,USDT-Futures,Fee,USDT,-0.01218912,
642,11351073,2022-05-17 11:05:37,USDT-Futures,Fee,USDT,-0.62164512,
643,11351073,2022-05-17 11:20:41,USDT-Futures,Realize profit and loss,USDT,-1.7264,
644,11351073,2022-05-17 11:20:41,USDT-Futures,Fee,USDT,-0.63314368,
645,11351073,2022-05-17 11:22:59,USDT-Futures,Fee,USDT,-0.0121574,
646,11351073,2022-05-17 11:22:59,USDT-Futures,Fee,USDT,-0.5957126,
647,11351073,2022-05-17 14:32:18,USDT-Futures,Realize profit and loss,USDT,0.1864,
648,11351073,2022-05-17 14:32:18,USDT-Futures,Fee,USDT,-0.16915976,
649,11351073,2022-05-17 14:32:18,USDT-Futures,Fee,USDT,-0.01208284,
650,11351073,2022-05-17 14:32:18,USDT-Futures,Realize profit and loss,USDT,2.6096,
651,11351073,2022-05-17 14:32:18,USDT-Futures,Fee,USDT,-0.4228994,
652,11351073,2022-05-17 14:32:18,USDT-Futures,Realize profit and loss,USDT,6.524,
